continent	country	year	type	amount
Africa	Egypt	2001	Wine	0.01
Africa	Egypt	2001	Spirits	0.06
Africa	Egypt	2001	Other alcoholic beverages	0
North America	El Salvador	2001	All types	2.76
North America	El Salvador	2001	Beer	1.01
North America	El Salvador	2001	Wine	0.02
North America	El Salvador	2001	Spirits	1.73
North America	El Salvador	2001	Other alcoholic beverages	0
Africa	Equatorial Guinea	2001	All types	5.09
Africa	Equatorial Guinea	2001	Beer	0.8
Africa	Equatorial Guinea	2001	Wine	4.3
Africa	Equatorial Guinea	2001	Spirits	0
Africa	Equatorial Guinea	2001	Other alcoholic beverages	0
Africa	Eritrea	2001	All types	0.67
Africa	Eritrea	2001	Beer	0.5
Africa	Eritrea	2001	Wine	0
Africa	Eritrea	2001	Spirits	0.04
Africa	Eritrea	2001	Other alcoholic beverages	0.14
Europe	Estonia	2001	All types	9.22
Europe	Estonia	2001	Beer	4.52
Europe	Estonia	2001	Wine	0.32
Europe	Estonia	2001	Spirits	4.1
Europe	Estonia	2001	Other alcoholic beverages	0.28
Africa	Eswatini	2001	All types	6.74
Africa	Eswatini	2001	Beer	1.54
Africa	Eswatini	2001	Wine	0.26
Africa	Eswatini	2001	Spirits	0.47
Africa	Eswatini	2001	Other alcoholic beverages	4.46
Africa	Ethiopia	2001	All types	0.54
Africa	Ethiopia	2001	Beer	0.2
Africa	Ethiopia	2001	Wine	0.01
Africa	Ethiopia	2001	Spirits	0.03
Africa	Ethiopia	2001	Other alcoholic beverages	0.3
Oceania	Fiji	2001	All types	1.93
Oceania	Fiji	2001	Beer	1.67
Oceania	Fiji	2001	Wine	0.11
Oceania	Fiji	2001	Spirits	0.16
Oceania	Fiji	2001	Other alcoholic beverages	0
Europe	Finland	2001	All types	8.94
Europe	Finland	2001	Beer	4.37
Europe	Finland	2001	Wine	1.19
Europe	Finland	2001	Spirits	2.32
Europe	Finland	2001	Other alcoholic beverages	1.06
Europe	France	2001	All types	13.89
Europe	France	2001	Beer	2.15
Europe	France	2001	Wine	8.4
Europe	France	2001	Spirits	2.77
Europe	France	2001	Other alcoholic beverages	0.56
Africa	Gabon	2001	All types	9.26
Africa	Gabon	2001	Beer	6.04
Africa	Gabon	2001	Wine	1.55
Africa	Gabon	2001	Spirits	1.67
Africa	Gabon	2001	Other alcoholic beverages	0
Africa	Gambia	2001	All types	3.28
Africa	Gambia	2001	Beer	0.19
Africa	Gambia	2001	Wine	0.02
Africa	Gambia	2001	Spirits	0
Africa	Gambia	2001	Other alcoholic beverages	3.07
Asia	Georgia	2001	All types	3.09
Asia	Georgia	2001	Beer	0.45
Asia	Georgia	2001	Wine	1.57
Asia	Georgia	2001	Spirits	1.07
Asia	Georgia	2001	Other alcoholic beverages	0
Europe	Germany	2001	All types	12.46
Europe	Germany	2001	Beer	6.71
Europe	Germany	2001	Wine	3.21
Europe	Germany	2001	Spirits	2.54
Europe	Germany	2001	Other alcoholic beverages	0
Africa	Ghana	2001	All types	1.85
Africa	Ghana	2001	Beer	0.33
Africa	Ghana	2001	Wine	0.04
Africa	Ghana	2001	Spirits	0.18
Africa	Ghana	2001	Other alcoholic beverages	1.3
Europe	Greece	2001	All types	9.32
Europe	Greece	2001	Beer	2.35
Europe	Greece	2001	Wine	4.45
Europe	Greece	2001	Spirits	2.49
Europe	Greece	2001	Other alcoholic beverages	0.03
North America	Grenada	2001	All types	9.64
North America	Grenada	2001	Beer	3.53
North America	Grenada	2001	Wine	0.38
North America	Grenada	2001	Spirits	5.72
North America	Grenada	2001	Other alcoholic beverages	0.01
North America	Guatemala	2001	All types	2.37
North America	Guatemala	2001	Beer	0.99
North America	Guatemala	2001	Wine	0.03
North America	Guatemala	2001	Spirits	1.35
North America	Guatemala	2001	Other alcoholic beverages	0
Africa	Guinea	2001	All types	0.17
Africa	Guinea	2001	Beer	0.15
Africa	Guinea	2001	Wine	0.02
Africa	Guinea	2001	Spirits	0.01
Africa	Guinea	2001	Other alcoholic beverages	0
Africa	Guinea-Bissau	2001	All types	2.56
Africa	Guinea-Bissau	2001	Beer	0.33
Africa	Guinea-Bissau	2001	Wine	0.45
Africa	Guinea-Bissau	2001	Spirits	0.53
Africa	Guinea-Bissau	2001	Other alcoholic beverages	1.25
South America	Guyana	2001	All types	6.78
South America	Guyana	2001	Beer	1.6
South America	Guyana	2001	Wine	0.01
South America	Guyana	2001	Spirits	5.17
South America	Guyana	2001	Other alcoholic beverages	0
North America	Haiti	2001	All types	6.24
North America	Haiti	2001	Beer	0.03
North America	Haiti	2001	Wine	0.02
North America	Haiti	2001	Spirits	6.19
North America	Haiti	2001	Other alcoholic beverages	0
North America	Honduras	2001	All types	2.74
North America	Honduras	2001	Beer	1.33
North America	Honduras	2001	Wine	0.01
North America	Honduras	2001	Spirits	1.4
North America	Honduras	2001	Other alcoholic beverages	0
Europe	Hungary	2001	All types	13.18
Europe	Hungary	2001	Beer	4.25
Europe	Hungary	2001	Wine	4.86
Europe	Hungary	2001	Spirits	4.07
Europe	Hungary	2001	Other alcoholic beverages	NA
Europe	Iceland	2001	All types	6.32
Europe	Iceland	2001	Beer	3.12
Europe	Iceland	2001	Wine	1.48
Europe	Iceland	2001	Spirits	1.73
Europe	Iceland	2001	Other alcoholic beverages	0
Asia	India	2001	All types	0.99
Asia	India	2001	Beer	0.07
Asia	India	2001	Wine	0.01
Asia	India	2001	Spirits	0.92
Asia	India	2001	Other alcoholic beverages	0
Asia	Indonesia	2001	All types	0.06
Asia	Indonesia	2001	Beer	0.06
Asia	Indonesia	2001	Wine	0
Asia	Indonesia	2001	Spirits	0
Asia	Indonesia	2001	Other alcoholic beverages	0
Asia	Iran (Islamic Republic of)	2001	All types	0
Asia	Iran (Islamic Republic of)	2001	Beer	0
Asia	Iran (Islamic Republic of)	2001	Wine	0
Asia	Iran (Islamic Republic of)	2001	Spirits	0
Asia	Iran (Islamic Republic of)	2001	Other alcoholic beverages	0
Asia	Iraq	2001	All types	0.17
Asia	Iraq	2001	Beer	0.16
Asia	Iraq	2001	Wine	0
Asia	Iraq	2001	Spirits	0
Asia	Iraq	2001	Other alcoholic beverages	0
Europe	Ireland	2001	All types	14.06
Europe	Ireland	2001	Beer	7.76
Europe	Ireland	2001	Wine	1.94
Europe	Ireland	2001	Spirits	3.02
Europe	Ireland	2001	Other alcoholic beverages	1.34
Asia	Israel	2001	All types	2.61
Asia	Israel	2001	Beer	1.05
Asia	Israel	2001	Wine	0.27
Asia	Israel	2001	Spirits	1.29
Asia	Israel	2001	Other alcoholic beverages	0
Europe	Italy	2001	All types	9.68
Europe	Italy	2001	Beer	1.69
Europe	Italy	2001	Wine	6.93
Europe	Italy	2001	Spirits	1.07
Europe	Italy	2001	Other alcoholic beverages	0
North America	Jamaica	2001	All types	3.41
North America	Jamaica	2001	Beer	1.36
North America	Jamaica	2001	Wine	0.12
North America	Jamaica	2001	Spirits	1.94
North America	Jamaica	2001	Other alcoholic beverages	0
Asia	Japan	2001	All types	8.02
Asia	Japan	2001	Beer	2.21
Asia	Japan	2001	Wine	0.28
Asia	Japan	2001	Spirits	3.05
Asia	Japan	2001	Other alcoholic beverages	2.48
Asia	Jordan	2001	All types	0.55
Asia	Jordan	2001	Beer	0.15
Asia	Jordan	2001	Wine	0.01
Asia	Jordan	2001	Spirits	0.39
Asia	Jordan	2001	Other alcoholic beverages	0
Asia	Kazakhstan	2001	All types	5.66
Asia	Kazakhstan	2001	Beer	0.96
Asia	Kazakhstan	2001	Wine	0.25
Asia	Kazakhstan	2001	Spirits	4.45
Asia	Kazakhstan	2001	Other alcoholic beverages	0
Africa	Kenya	2001	All types	1.35
Africa	Kenya	2001	Beer	0.68
Africa	Kenya	2001	Wine	0.02
Africa	Kenya	2001	Spirits	0.55
Africa	Kenya	2001	Other alcoholic beverages	0.11
Oceania	Kiribati	2001	All types	0.6
Oceania	Kiribati	2001	Beer	0.42
Oceania	Kiribati	2001	Wine	0.01
Oceania	Kiribati	2001	Spirits	0.17
Oceania	Kiribati	2001	Other alcoholic beverages	0
Asia	Kuwait	2001	All types	0.01
Asia	Kuwait	2001	Beer	0
Asia	Kuwait	2001	Wine	0
Asia	Kuwait	2001	Spirits	0.01
Asia	Kuwait	2001	Other alcoholic beverages	0
Asia	Kyrgyzstan	2001	All types	5.74
Asia	Kyrgyzstan	2001	Beer	0.32
Asia	Kyrgyzstan	2001	Wine	0.22
Asia	Kyrgyzstan	2001	Spirits	5.2
Asia	Kyrgyzstan	2001	Other alcoholic beverages	0
Asia	Lao People's Democratic Republic	2001	All types	3.14
Asia	Lao People's Democratic Republic	2001	Beer	0.94
Asia	Lao People's Democratic Republic	2001	Wine	0.01
Asia	Lao People's Democratic Republic	2001	Spirits	2.19
Asia	Lao People's Democratic Republic	2001	Other alcoholic beverages	0
Europe	Latvia	2001	All types	6.68
Europe	Latvia	2001	Beer	2.12
Europe	Latvia	2001	Wine	1.38
Europe	Latvia	2001	Spirits	3.04
Europe	Latvia	2001	Other alcoholic beverages	0.14
Asia	Lebanon	2001	All types	2.19
Asia	Lebanon	2001	Beer	0.44
Asia	Lebanon	2001	Wine	0.64
Asia	Lebanon	2001	Spirits	1.11
Asia	Lebanon	2001	Other alcoholic beverages	0
Africa	Lesotho	2001	All types	2.87
Africa	Lesotho	2001	Beer	1.57
Africa	Lesotho	2001	Wine	0.04
Africa	Lesotho	2001	Spirits	0.36
Africa	Lesotho	2001	Other alcoholic beverages	0.9
Africa	Liberia	2001	All types	4.41
Africa	Liberia	2001	Beer	0.17
Africa	Liberia	2001	Wine	0
Africa	Liberia	2001	Spirits	4.24
Africa	Liberia	2001	Other alcoholic beverages	0
Africa	Libya	2001	All types	0
Africa	Libya	2001	Beer	0
Africa	Libya	2001	Wine	0
Africa	Libya	2001	Spirits	0
Africa	Libya	2001	Other alcoholic beverages	0
Europe	Lithuania	2001	All types	10.2
Europe	Lithuania	2001	Beer	4
Europe	Lithuania	2001	Wine	1.89
Europe	Lithuania	2001	Spirits	3.67
Europe	Lithuania	2001	Other alcoholic beverages	0.64
Europe	Luxembourg	2001	All types	12.89
Europe	Luxembourg	2001	Beer	4.43
Europe	Luxembourg	2001	Wine	5.81
Europe	Luxembourg	2001	Spirits	2.66
Europe	Luxembourg	2001	Other alcoholic beverages	0
Africa	Madagascar	2001	All types	1.17
Africa	Madagascar	2001	Beer	0.41
Africa	Madagascar	2001	Wine	0.22
Africa	Madagascar	2001	Spirits	0.54
Africa	Madagascar	2001	Other alcoholic beverages	0
Africa	Malawi	2001	All types	1.33
Africa	Malawi	2001	Beer	0.16
Africa	Malawi	2001	Wine	0.01
Africa	Malawi	2001	Spirits	0.28
Africa	Malawi	2001	Other alcoholic beverages	0.88
Asia	Malaysia	2001	All types	0.53
Asia	Malaysia	2001	Beer	0.41
Asia	Malaysia	2001	Wine	0.04
Asia	Malaysia	2001	Spirits	0.08
Asia	Malaysia	2001	Other alcoholic beverages	0
Asia	Maldives	2001	All types	1.62
Asia	Maldives	2001	Beer	0.51
Asia	Maldives	2001	Wine	0.29
Asia	Maldives	2001	Spirits	0.76
Asia	Maldives	2001	Other alcoholic beverages	0
Africa	Mali	2001	All types	0.6
Africa	Mali	2001	Beer	0.06
Africa	Mali	2001	Wine	0.02
Africa	Mali	2001	Spirits	0.01
Africa	Mali	2001	Other alcoholic beverages	0.5
Europe	Malta	2001	All types	5.95
Europe	Malta	2001	Beer	2.72
Europe	Malta	2001	Wine	1.38
Europe	Malta	2001	Spirits	1.85
Europe	Malta	2001	Other alcoholic beverages	0
Africa	Mauritania	2001	All types	0.01
Africa	Mauritania	2001	Beer	0
Africa	Mauritania	2001	Wine	0
Africa	Mauritania	2001	Spirits	0.01
Africa	Mauritania	2001	Other alcoholic beverages	0
Africa	Mauritius	2001	All types	4.37
Africa	Mauritius	2001	Beer	2.15
Africa	Mauritius	2001	Wine	0.26
Africa	Mauritius	2001	Spirits	1.96
Africa	Mauritius	2001	Other alcoholic beverages	0
North America	Mexico	2001	All types	4.93
North America	Mexico	2001	Beer	3.7
North America	Mexico	2001	Wine	0.09
North America	Mexico	2001	Spirits	1.13
North America	Mexico	2001	Other alcoholic beverages	0
Oceania	Micronesia (Federated States of)	2001	All types	2.83
Oceania	Micronesia (Federated States of)	2001	Beer	2.75
Oceania	Micronesia (Federated States of)	2001	Wine	0.02
Oceania	Micronesia (Federated States of)	2001	Spirits	0.07
Oceania	Micronesia (Federated States of)	2001	Other alcoholic beverages	0
Asia	Mongolia	2001	All types	0.92
Asia	Mongolia	2001	Beer	0.09
Asia	Mongolia	2001	Wine	0.11
Asia	Mongolia	2001	Spirits	0.47
Asia	Mongolia	2001	Other alcoholic beverages	0.25
Europe	Montenegro	2001	All types	NA
Europe	Montenegro	2001	Beer	NA
Europe	Montenegro	2001	Wine	NA
Europe	Montenegro	2001	Spirits	NA
Europe	Montenegro	2001	Other alcoholic beverages	NA
Africa	Morocco	2001	All types	0.46
Africa	Morocco	2001	Beer	0.23
Africa	Morocco	2001	Wine	0.18
Africa	Morocco	2001	Spirits	0.05
Africa	Morocco	2001	Other alcoholic beverages	0
Africa	Mozambique	2001	All types	2.14
Africa	Mozambique	2001	Beer	0.51
Africa	Mozambique	2001	Wine	0.07
Africa	Mozambique	2001	Spirits	1.5
Africa	Mozambique	2001	Other alcoholic beverages	0.05
Asia	Myanmar	2001	All types	0.12
Asia	Myanmar	2001	Beer	0.11
Asia	Myanmar	2001	Wine	0
Asia	Myanmar	2001	Spirits	0.01
Asia	Myanmar	2001	Other alcoholic beverages	0
Africa	Namibia	2001	All types	4.87
Africa	Namibia	2001	Beer	3.43
Africa	Namibia	2001	Wine	0.53
Africa	Namibia	2001	Spirits	0.69
Africa	Namibia	2001	Other alcoholic beverages	0.22
Oceania	Nauru	2001	All types	2.71
Oceania	Nauru	2001	Beer	2.71
Oceania	Nauru	2001	Wine	0
Oceania	Nauru	2001	Spirits	0
Oceania	Nauru	2001	Other alcoholic beverages	0
Oceania	Nauru	2001	All types	2.71
Oceania	Nauru	2001	Beer	2.71
Oceania	Nauru	2001	Wine	0
Oceania	Nauru	2001	Spirits	0
Oceania	Nauru	2001	Other alcoholic beverages	0
Asia	Nepal	2001	All types	0.09
Asia	Nepal	2001	Beer	0.08
Asia	Nepal	2001	Wine	0
Asia	Nepal	2001	Spirits	0.01
Asia	Nepal	2001	Other alcoholic beverages	0
Europe	Netherlands	2001	All types	9.95
Europe	Netherlands	2001	Beer	4.87
Europe	Netherlands	2001	Wine	2.98
Europe	Netherlands	2001	Spirits	2.1
Europe	Netherlands	2001	Other alcoholic beverages	0
Oceania	New Zealand	2001	All types	8.7
Oceania	New Zealand	2001	Beer	4.17
Oceania	New Zealand	2001	Wine	2.51
Oceania	New Zealand	2001	Spirits	1.91
Oceania	New Zealand	2001	Other alcoholic beverages	0.11
North America	Nicaragua	2001	All types	3.48
North America	Nicaragua	2001	Beer	1.04
North America	Nicaragua	2001	Wine	0.01
North America	Nicaragua	2001	Spirits	2.43
North America	Nicaragua	2001	Other alcoholic beverages	0
Africa	Niger	2001	All types	0.09
Africa	Niger	2001	Beer	0.06
Africa	Niger	2001	Wine	0.01
Africa	Niger	2001	Spirits	0.02
Africa	Niger	2001	Other alcoholic beverages	0
Africa	Nigeria	2001	All types	11.1
Africa	Nigeria	2001	Beer	0.45
Africa	Nigeria	2001	Wine	0
Africa	Nigeria	2001	Spirits	0.02
Africa	Nigeria	2001	Other alcoholic beverages	10.63
Oceania	Niue	2001	All types	9.17
Oceania	Niue	2001	Beer	2.1
Oceania	Niue	2001	Wine	0
Oceania	Niue	2001	Spirits	7.07
Oceania	Niue	2001	Other alcoholic beverages	0
Europe	Norway	2001	All types	5.49
Europe	Norway	2001	Beer	2.82
Europe	Norway	2001	Wine	1.6
Europe	Norway	2001	Spirits	1
Europe	Norway	2001	Other alcoholic beverages	0.07
Asia	Oman	2001	All types	0.55
Asia	Oman	2001	Beer	0.28
Asia	Oman	2001	Wine	0.01
Asia	Oman	2001	Spirits	0.27
Asia	Oman	2001	Other alcoholic beverages	0
Asia	Pakistan	2001	All types	0.01
Asia	Pakistan	2001	Beer	0
Asia	Pakistan	2001	Wine	0
Asia	Pakistan	2001	Spirits	0
Asia	Pakistan	2001	Other alcoholic beverages	0.01
North America	Panama	2001	All types	5.47
North America	Panama	2001	Beer	3.4
North America	Panama	2001	Wine	0.11
North America	Panama	2001	Spirits	1.95
North America	Panama	2001	Other alcoholic beverages	0.01
Oceania	Papua New Guinea	2001	All types	0.68
Oceania	Papua New Guinea	2001	Beer	0.63
Oceania	Papua New Guinea	2001	Wine	0.01
Oceania	Papua New Guinea	2001	Spirits	0.04
Oceania	Papua New Guinea	2001	Other alcoholic beverages	0
South America	Paraguay	2001	All types	5.82
South America	Paraguay	2001	Beer	3.08
South America	Paraguay	2001	Wine	0.98
South America	Paraguay	2001	Spirits	1.75
South America	Paraguay	2001	Other alcoholic beverages	0
South America	Peru	2001	All types	4.22
South America	Peru	2001	Beer	1.58
South America	Peru	2001	Wine	0.44
South America	Peru	2001	Spirits	2.21
South America	Peru	2001	Other alcoholic beverages	0
Asia	Philippines	2001	All types	4.54
Asia	Philippines	2001	Beer	1.12
Asia	Philippines	2001	Wine	0.01
Asia	Philippines	2001	Spirits	3.41
Asia	Philippines	2001	Other alcoholic beverages	0
Europe	Poland	2001	All types	7.74
Europe	Poland	2001	Beer	4.08
Europe	Poland	2001	Wine	1.56
Europe	Poland	2001	Spirits	2.09
Europe	Poland	2001	Other alcoholic beverages	0
Europe	Portugal	2001	All types	13.41
Europe	Portugal	2001	Beer	3.65
Europe	Portugal	2001	Wine	7.83
Europe	Portugal	2001	Spirits	1.6
Europe	Portugal	2001	Other alcoholic beverages	0.33
North America	Puerto Rico	2001	All types	6.06
North America	Puerto Rico	2001	Beer	3.97
North America	Puerto Rico	2001	Wine	0.31
North America	Puerto Rico	2001	Spirits	1.77
North America	Puerto Rico	2001	Other alcoholic beverages	0
Asia	Qatar	2001	All types	0.76
Asia	Qatar	2001	Beer	0.13
Asia	Qatar	2001	Wine	0.05
Asia	Qatar	2001	Spirits	0.58
Asia	Qatar	2001	Other alcoholic beverages	0
Asia	Republic of Korea	2001	All types	11.45
Asia	Republic of Korea	2001	Beer	2.37
Asia	Republic of Korea	2001	Wine	0.04
Asia	Republic of Korea	2001	Spirits	0.47
Asia	Republic of Korea	2001	Other alcoholic beverages	8.56
Europe	Republic of Moldova	2001	All types	10.78
Europe	Republic of Moldova	2001	Beer	0.62
Europe	Republic of Moldova	2001	Wine	6.66
Europe	Republic of Moldova	2001	Spirits	3.51
Europe	Republic of Moldova	2001	Other alcoholic beverages	0
Europe	Romania	2001	All types	9.78
Europe	Romania	2001	Beer	3.12
Europe	Romania	2001	Wine	3.16
Europe	Romania	2001	Spirits	3.5
Europe	Romania	2001	Other alcoholic beverages	0
Europe	Russian Federation	2001	All types	10.47
Europe	Russian Federation	2001	Beer	2.63
Europe	Russian Federation	2001	Wine	0.75
Europe	Russian Federation	2001	Spirits	7.09
Europe	Russian Federation	2001	Other alcoholic beverages	0
Africa	Rwanda	2001	All types	9.4
Africa	Rwanda	2001	Beer	0.55
Africa	Rwanda	2001	Wine	0
Africa	Rwanda	2001	Spirits	0
Africa	Rwanda	2001	Other alcoholic beverages	8.85
North America	Saint Kitts and Nevis	2001	All types	8.55
North America	Saint Kitts and Nevis	2001	Beer	3.54
North America	Saint Kitts and Nevis	2001	Wine	0.39
North America	Saint Kitts and Nevis	2001	Spirits	4.6
North America	Saint Kitts and Nevis	2001	Other alcoholic beverages	0.02
North America	Saint Lucia	2001	All types	12.02
North America	Saint Lucia	2001	Beer	3.22
North America	Saint Lucia	2001	Wine	1.18
North America	Saint Lucia	2001	Spirits	7.56
North America	Saint Lucia	2001	Other alcoholic beverages	0.06
North America	Saint Vincent and the Grenadines	2001	All types	4.73
North America	Saint Vincent and the Grenadines	2001	Beer	1.97
North America	Saint Vincent and the Grenadines	2001	Wine	0.07
North America	Saint Vincent and the Grenadines	2001	Spirits	2.67
North America	Saint Vincent and the Grenadines	2001	Other alcoholic beverages	0.01
Oceania	Samoa	2001	All types	3.42
Oceania	Samoa	2001	Beer	3.25
Oceania	Samoa	2001	Wine	0.02
Oceania	Samoa	2001	Spirits	0.15
Oceania	Samoa	2001	Other alcoholic beverages	0
Africa	Sao Tome and Principe	2001	All types	5.2
Africa	Sao Tome and Principe	2001	Beer	1.22
Africa	Sao Tome and Principe	2001	Wine	3.03
Africa	Sao Tome and Principe	2001	Spirits	0.95
Africa	Sao Tome and Principe	2001	Other alcoholic beverages	0
Asia	Saudi Arabia	2001	All types	0.05
Asia	Saudi Arabia	2001	Beer	0
Asia	Saudi Arabia	2001	Wine	0
Asia	Saudi Arabia	2001	Spirits	0.05
Asia	Saudi Arabia	2001	Other alcoholic beverages	0
Africa	Senegal	2001	All types	0.35
Africa	Senegal	2001	Beer	0.16
Africa	Senegal	2001	Wine	0.14
Africa	Senegal	2001	Spirits	0.04
Africa	Senegal	2001	Other alcoholic beverages	0
Europe	Serbia	2001	All types	NA
Europe	Serbia	2001	Beer	NA
Europe	Serbia	2001	Wine	NA
Europe	Serbia	2001	Spirits	NA
Europe	Serbia	2001	Other alcoholic beverages	NA
Africa	Seychelles	2001	All types	7.09
Africa	Seychelles	2001	Beer	6.02
Africa	Seychelles	2001	Wine	0.66
Africa	Seychelles	2001	Spirits	0.41
Africa	Seychelles	2001	Other alcoholic beverages	0
Africa	Sierra Leone	2001	All types	4.4
Africa	Sierra Leone	2001	Beer	0.14
Africa	Sierra Leone	2001	Wine	0
Africa	Sierra Leone	2001	Spirits	0
Africa	Sierra Leone	2001	Other alcoholic beverages	4.25
Asia	Singapore	2001	All types	2.08
Asia	Singapore	2001	Beer	1.34
Asia	Singapore	2001	Wine	0.13
Asia	Singapore	2001	Spirits	0.61
Asia	Singapore	2001	Other alcoholic beverages	0
Europe	Slovakia	2001	All types	10.73
Europe	Slovakia	2001	Beer	4.32
Europe	Slovakia	2001	Wine	1.48
Europe	Slovakia	2001	Spirits	4.56
Europe	Slovakia	2001	Other alcoholic beverages	0.37
Europe	Slovenia	2001	All types	11.58
Europe	Slovenia	2001	Beer	4.65
Europe	Slovenia	2001	Wine	5.07
Europe	Slovenia	2001	Spirits	1.87
Europe	Slovenia	2001	Other alcoholic beverages	0
Oceania	Solomon Islands	2001	All types	0.7
Oceania	Solomon Islands	2001	Beer	0.44
Oceania	Solomon Islands	2001	Wine	0.01
Oceania	Solomon Islands	2001	Spirits	0.24
Oceania	Solomon Islands	2001	Other alcoholic beverages	0
Africa	Somalia	2001	All types	0
Africa	Somalia	2001	Beer	0
Africa	Somalia	2001	Wine	0
Africa	Somalia	2001	Spirits	0
Africa	Somalia	2001	Other alcoholic beverages	0
Africa	South Africa	2001	All types	8.67
Africa	South Africa	2001	Beer	4.89
Africa	South Africa	2001	Wine	1.66
Africa	South Africa	2001	Spirits	1.41
Africa	South Africa	2001	Other alcoholic beverages	0.72
Europe	Spain	2001	All types	12.35
Europe	Spain	2001	Beer	3.91
Europe	Spain	2001	Wine	4.2
Europe	Spain	2001	Spirits	4.23
Europe	Spain	2001	Other alcoholic beverages	0
Asia	Sri Lanka	2001	All types	1.68
Asia	Sri Lanka	2001	Beer	0.1
Asia	Sri Lanka	2001	Wine	0
Asia	Sri Lanka	2001	Spirits	1.58
Asia	Sri Lanka	2001	Other alcoholic beverages	0
Africa	Sudan	2001	All types	1.81
Africa	Sudan	2001	Beer	0
Africa	Sudan	2001	Wine	0
Africa	Sudan	2001	Spirits	0.27
Africa	Sudan	2001	Other alcoholic beverages	1.54
South America	Suriname	2001	All types	4.26
South America	Suriname	2001	Beer	1.72
South America	Suriname	2001	Wine	0.08
South America	Suriname	2001	Spirits	2.47
South America	Suriname	2001	Other alcoholic beverages	0
Europe	Sweden	2001	All types	6.6
Europe	Sweden	2001	Beer	2.7
Europe	Sweden	2001	Wine	2.5
Europe	Sweden	2001	Spirits	1.4
Europe	Sweden	2001	Other alcoholic beverages	0
Europe	Switzerland	2001	All types	11.12
Europe	Switzerland	2001	Beer	3.38
Europe	Switzerland	2001	Wine	5.68
Europe	Switzerland	2001	Spirits	1.93
Europe	Switzerland	2001	Other alcoholic beverages	0.12
Asia	Syrian Arab Republic	2001	All types	0.94
Asia	Syrian Arab Republic	2001	Beer	0.04
Asia	Syrian Arab Republic	2001	Wine	0
Asia	Syrian Arab Republic	2001	Spirits	0.91
Asia	Syrian Arab Republic	2001	Other alcoholic beverages	0
Asia	Tajikistan	2001	All types	0.94
Asia	Tajikistan	2001	Beer	0.14
Asia	Tajikistan	2001	Wine	0.31
Asia	Tajikistan	2001	Spirits	0.48
Asia	Tajikistan	2001	Other alcoholic beverages	0
Asia	Thailand	2001	All types	5.75
Asia	Thailand	2001	Beer	1.16
Asia	Thailand	2001	Wine	0.01
Asia	Thailand	2001	Spirits	4.58
Asia	Thailand	2001	Other alcoholic beverages	0
Europe	The former Yugoslav republic of Macedonia	2001	All types	4.6
Europe	The former Yugoslav republic of Macedonia	2001	Beer	1.99
Europe	The former Yugoslav republic of Macedonia	2001	Wine	1.81
Europe	The former Yugoslav republic of Macedonia	2001	Spirits	0.8
Europe	The former Yugoslav republic of Macedonia	2001	Other alcoholic beverages	0.01
Asia	Timor-Leste	2001	All types	0.5
Asia	Timor-Leste	2001	Beer	0.42
Asia	Timor-Leste	2001	Wine	0.03
Asia	Timor-Leste	2001	Spirits	0.05
Asia	Timor-Leste	2001	Other alcoholic beverages	0
Africa	Togo	2001	All types	0.98
Africa	Togo	2001	Beer	0.43
Africa	Togo	2001	Wine	0.2
Africa	Togo	2001	Spirits	0.06
Africa	Togo	2001	Other alcoholic beverages	0.29
Oceania	Tonga	2001	All types	1.34
Oceania	Tonga	2001	Beer	0.65
Oceania	Tonga	2001	Wine	0.1
Oceania	Tonga	2001	Spirits	0.59
Oceania	Tonga	2001	Other alcoholic beverages	0
North America	Trinidad and Tobago	2001	All types	4.55
North America	Trinidad and Tobago	2001	Beer	2.05
North America	Trinidad and Tobago	2001	Wine	0.06
North America	Trinidad and Tobago	2001	Spirits	2.43
North America	Trinidad and Tobago	2001	Other alcoholic beverages	0
Africa	Tunisia	2001	All types	1.34
Africa	Tunisia	2001	Beer	0.74
Africa	Tunisia	2001	Wine	0.56
Africa	Tunisia	2001	Spirits	0.04
Africa	Tunisia	2001	Other alcoholic beverages	0
Asia	Turkey	2001	All types	1.49
Asia	Turkey	2001	Beer	0.74
Asia	Turkey	2001	Wine	0.05
Asia	Turkey	2001	Spirits	0.69
Asia	Turkey	2001	Other alcoholic beverages	0
Asia	Turkmenistan	2001	All types	2.9
Asia	Turkmenistan	2001	Beer	0.08
Asia	Turkmenistan	2001	Wine	1.54
Asia	Turkmenistan	2001	Spirits	1.28
Asia	Turkmenistan	2001	Other alcoholic beverages	0
Oceania	Tuvalu	2001	All types	2.13
Oceania	Tuvalu	2001	Beer	1.15
Oceania	Tuvalu	2001	Wine	0.2
Oceania	Tuvalu	2001	Spirits	0.79
Oceania	Tuvalu	2001	Other alcoholic beverages	0
Africa	Uganda	2001	All types	11.87
Africa	Uganda	2001	Beer	0.5
Africa	Uganda	2001	Wine	0
Africa	Uganda	2001	Spirits	0.19
Africa	Uganda	2001	Other alcoholic beverages	11.17
Europe	Ukraine	2001	All types	4.31
Europe	Ukraine	2001	Beer	1.51
Europe	Ukraine	2001	Wine	0.47
Europe	Ukraine	2001	Spirits	2.33
Europe	Ukraine	2001	Other alcoholic beverages	0
Asia	United Arab Emirates	2001	All types	1.61
Asia	United Arab Emirates	2001	Beer	0.48
Asia	United Arab Emirates	2001	Wine	0.07
Asia	United Arab Emirates	2001	Spirits	1.05
