continent	country	year	type	amount
Asia	Philippines	2008	Other alcoholic beverages	0.01
Europe	Poland	2008	All types	11.4
Europe	Poland	2008	Beer	6.1
Europe	Poland	2008	Wine	1.2
Europe	Poland	2008	Spirits	4.1
Europe	Poland	2008	Other alcoholic beverages	0
Europe	Portugal	2008	All types	12.35
Europe	Portugal	2008	Beer	3.55
Europe	Portugal	2008	Wine	7.29
Europe	Portugal	2008	Spirits	1.01
Europe	Portugal	2008	Other alcoholic beverages	0.5
North America	Puerto Rico	2008	All types	4.87
North America	Puerto Rico	2008	Beer	3.35
North America	Puerto Rico	2008	Wine	0.32
North America	Puerto Rico	2008	Spirits	1.13
North America	Puerto Rico	2008	Other alcoholic beverages	0.07
Asia	Qatar	2008	All types	1.34
Asia	Qatar	2008	Beer	0.35
Asia	Qatar	2008	Wine	0.27
Asia	Qatar	2008	Spirits	0.71
Asia	Qatar	2008	Other alcoholic beverages	0.01
Asia	Republic of Korea	2008	All types	9.31
Asia	Republic of Korea	2008	Beer	2.43
Asia	Republic of Korea	2008	Wine	0.18
Asia	Republic of Korea	2008	Spirits	0.33
Asia	Republic of Korea	2008	Other alcoholic beverages	6.37
Europe	Republic of Moldova	2008	All types	8.35
Europe	Republic of Moldova	2008	Beer	1.96
Europe	Republic of Moldova	2008	Wine	2.75
Europe	Republic of Moldova	2008	Spirits	3.36
Europe	Republic of Moldova	2008	Other alcoholic beverages	0.29
Europe	Romania	2008	All types	13.11
Europe	Romania	2008	Beer	5.5
Europe	Romania	2008	Wine	3.5
Europe	Romania	2008	Spirits	2.9
Europe	Romania	2008	Other alcoholic beverages	0
Europe	Russian Federation	2008	All types	12.09
Europe	Russian Federation	2008	Beer	4.66
Europe	Russian Federation	2008	Wine	1.27
Europe	Russian Federation	2008	Spirits	6.16
Europe	Russian Federation	2008	Other alcoholic beverages	0
Africa	Rwanda	2008	All types	7.57
Africa	Rwanda	2008	Beer	0.58
Africa	Rwanda	2008	Wine	0
Africa	Rwanda	2008	Spirits	0.03
Africa	Rwanda	2008	Other alcoholic beverages	6.95
North America	Saint Kitts and Nevis	2008	All types	10.07
North America	Saint Kitts and Nevis	2008	Beer	3.81
North America	Saint Kitts and Nevis	2008	Wine	0.85
North America	Saint Kitts and Nevis	2008	Spirits	5.16
North America	Saint Kitts and Nevis	2008	Other alcoholic beverages	0.26
North America	Saint Lucia	2008	All types	11.82
North America	Saint Lucia	2008	Beer	3.49
North America	Saint Lucia	2008	Wine	1.28
North America	Saint Lucia	2008	Spirits	6.45
North America	Saint Lucia	2008	Other alcoholic beverages	0.59
North America	Saint Vincent and the Grenadines	2008	All types	6.91
North America	Saint Vincent and the Grenadines	2008	Beer	2.37
North America	Saint Vincent and the Grenadines	2008	Wine	0.32
North America	Saint Vincent and the Grenadines	2008	Spirits	4.1
North America	Saint Vincent and the Grenadines	2008	Other alcoholic beverages	0.12
Oceania	Samoa	2008	All types	3.97
Oceania	Samoa	2008	Beer	3.65
Oceania	Samoa	2008	Wine	0.05
Oceania	Samoa	2008	Spirits	0.27
Oceania	Samoa	2008	Other alcoholic beverages	0
Africa	Sao Tome and Principe	2008	All types	4.53
Africa	Sao Tome and Principe	2008	Beer	1
Africa	Sao Tome and Principe	2008	Wine	2.79
Africa	Sao Tome and Principe	2008	Spirits	0.74
Africa	Sao Tome and Principe	2008	Other alcoholic beverages	0
Asia	Saudi Arabia	2008	All types	0.08
Asia	Saudi Arabia	2008	Beer	0
Asia	Saudi Arabia	2008	Wine	0
Asia	Saudi Arabia	2008	Spirits	0.08
Asia	Saudi Arabia	2008	Other alcoholic beverages	0
Africa	Senegal	2008	All types	0.28
Africa	Senegal	2008	Beer	0.18
Africa	Senegal	2008	Wine	0.07
Africa	Senegal	2008	Spirits	0.03
Africa	Senegal	2008	Other alcoholic beverages	0
Europe	Serbia	2008	All types	8.61
Europe	Serbia	2008	Beer	3.6
Europe	Serbia	2008	Wine	2.72
Europe	Serbia	2008	Spirits	2.29
Europe	Serbia	2008	Other alcoholic beverages	0.01
Africa	Seychelles	2008	All types	6.76
Africa	Seychelles	2008	Beer	4.44
Africa	Seychelles	2008	Wine	1.48
Africa	Seychelles	2008	Spirits	0.8
Africa	Seychelles	2008	Other alcoholic beverages	0.04
Africa	Sierra Leone	2008	All types	4.02
Africa	Sierra Leone	2008	Beer	0.19
Africa	Sierra Leone	2008	Wine	0.02
Africa	Sierra Leone	2008	Spirits	0.02
Africa	Sierra Leone	2008	Other alcoholic beverages	3.79
Asia	Singapore	2008	All types	1.69
Asia	Singapore	2008	Beer	1.22
Asia	Singapore	2008	Wine	0.23
Asia	Singapore	2008	Spirits	0.22
Asia	Singapore	2008	Other alcoholic beverages	0.03
Europe	Slovakia	2008	All types	11.43
Europe	Slovakia	2008	Beer	3.81
Europe	Slovakia	2008	Wine	2.02
Europe	Slovakia	2008	Spirits	5.59
Europe	Slovakia	2008	Other alcoholic beverages	0
Europe	Slovenia	2008	All types	10.94
Europe	Slovenia	2008	Beer	5.16
Europe	Slovenia	2008	Wine	4.58
Europe	Slovenia	2008	Spirits	1.2
Europe	Slovenia	2008	Other alcoholic beverages	0
Oceania	Solomon Islands	2008	All types	1.07
Oceania	Solomon Islands	2008	Beer	1.01
Oceania	Solomon Islands	2008	Wine	0.02
Oceania	Solomon Islands	2008	Spirits	0.04
Oceania	Solomon Islands	2008	Other alcoholic beverages	0
Africa	Somalia	2008	All types	0
Africa	Somalia	2008	Beer	0
Africa	Somalia	2008	Wine	0
Africa	Somalia	2008	Spirits	0
Africa	Somalia	2008	Other alcoholic beverages	0
Africa	South Africa	2008	All types	8.6
Africa	South Africa	2008	Beer	4.16
Africa	South Africa	2008	Wine	1.44
Africa	South Africa	2008	Spirits	1.36
Africa	South Africa	2008	Other alcoholic beverages	1.65
Europe	Spain	2008	All types	10.24
Europe	Spain	2008	Beer	4.92
Europe	Spain	2008	Wine	2.44
Europe	Spain	2008	Spirits	2.88
Europe	Spain	2008	Other alcoholic beverages	0
Asia	Sri Lanka	2008	All types	2.1
Asia	Sri Lanka	2008	Beer	0.2
Asia	Sri Lanka	2008	Wine	0
Asia	Sri Lanka	2008	Spirits	1.86
Asia	Sri Lanka	2008	Other alcoholic beverages	0.04
Africa	Sudan	2008	All types	2.01
Africa	Sudan	2008	Beer	0.12
Africa	Sudan	2008	Wine	0
Africa	Sudan	2008	Spirits	0.26
Africa	Sudan	2008	Other alcoholic beverages	1.62
South America	Suriname	2008	All types	4.96
South America	Suriname	2008	Beer	1.91
South America	Suriname	2008	Wine	0.25
South America	Suriname	2008	Spirits	2.64
South America	Suriname	2008	Other alcoholic beverages	0.16
Europe	Sweden	2008	All types	6.9
Europe	Sweden	2008	Beer	2.6
Europe	Sweden	2008	Wine	3.1
Europe	Sweden	2008	Spirits	1.1
Europe	Sweden	2008	Other alcoholic beverages	0.1
Europe	Switzerland	2008	All types	10.29
Europe	Switzerland	2008	Beer	3.31
Europe	Switzerland	2008	Wine	4.97
Europe	Switzerland	2008	Spirits	1.89
Europe	Switzerland	2008	Other alcoholic beverages	0.12
Asia	Syrian Arab Republic	2008	All types	0.74
Asia	Syrian Arab Republic	2008	Beer	0.06
Asia	Syrian Arab Republic	2008	Wine	0.01
Asia	Syrian Arab Republic	2008	Spirits	0.68
Asia	Syrian Arab Republic	2008	Other alcoholic beverages	0
Asia	Tajikistan	2008	All types	0.59
Asia	Tajikistan	2008	Beer	0.3
Asia	Tajikistan	2008	Wine	0.08
Asia	Tajikistan	2008	Spirits	0.21
Asia	Tajikistan	2008	Other alcoholic beverages	0
Asia	Thailand	2008	All types	7.54
Asia	Thailand	2008	Beer	2.24
Asia	Thailand	2008	Wine	0.16
Asia	Thailand	2008	Spirits	5.14
Asia	Thailand	2008	Other alcoholic beverages	0
Europe	The former Yugoslav republic of Macedonia	2008	All types	4.27
Europe	The former Yugoslav republic of Macedonia	2008	Beer	2.06
Europe	The former Yugoslav republic of Macedonia	2008	Wine	1.29
Europe	The former Yugoslav republic of Macedonia	2008	Spirits	0.9
Europe	The former Yugoslav republic of Macedonia	2008	Other alcoholic beverages	0.02
Asia	Timor-Leste	2008	All types	0.06
Asia	Timor-Leste	2008	Beer	0.01
Asia	Timor-Leste	2008	Wine	0.04
Asia	Timor-Leste	2008	Spirits	0.01
Asia	Timor-Leste	2008	Other alcoholic beverages	0
Africa	Togo	2008	All types	1.41
Africa	Togo	2008	Beer	0.67
Africa	Togo	2008	Wine	0.33
Africa	Togo	2008	Spirits	0.05
Africa	Togo	2008	Other alcoholic beverages	0.36
Oceania	Tonga	2008	All types	1.1
Oceania	Tonga	2008	Beer	0.62
Oceania	Tonga	2008	Wine	0.11
Oceania	Tonga	2008	Spirits	0.36
Oceania	Tonga	2008	Other alcoholic beverages	0
North America	Trinidad and Tobago	2008	All types	6.41
North America	Trinidad and Tobago	2008	Beer	3.27
North America	Trinidad and Tobago	2008	Wine	0.15
North America	Trinidad and Tobago	2008	Spirits	2.88
North America	Trinidad and Tobago	2008	Other alcoholic beverages	0.11
Africa	Tunisia	2008	All types	1.37
Africa	Tunisia	2008	Beer	0.93
Africa	Tunisia	2008	Wine	0.38
Africa	Tunisia	2008	Spirits	0.05
Africa	Tunisia	2008	Other alcoholic beverages	0
Asia	Turkey	2008	All types	1.39
Asia	Turkey	2008	Beer	0.85
Asia	Turkey	2008	Wine	0.08
Asia	Turkey	2008	Spirits	0.46
Asia	Turkey	2008	Other alcoholic beverages	0
Asia	Turkmenistan	2008	All types	2.41
Asia	Turkmenistan	2008	Beer	0.22
Asia	Turkmenistan	2008	Wine	0.95
Asia	Turkmenistan	2008	Spirits	1.24
Asia	Turkmenistan	2008	Other alcoholic beverages	0
Oceania	Tuvalu	2008	All types	1.05
Oceania	Tuvalu	2008	Beer	0.11
Oceania	Tuvalu	2008	Wine	0.16
Oceania	Tuvalu	2008	Spirits	0.78
Oceania	Tuvalu	2008	Other alcoholic beverages	0
Africa	Uganda	2008	All types	11.12
Africa	Uganda	2008	Beer	0.54
Africa	Uganda	2008	Wine	0
Africa	Uganda	2008	Spirits	0.17
Africa	Uganda	2008	Other alcoholic beverages	10.4
Europe	Ukraine	2008	All types	9.53
Europe	Ukraine	2008	Beer	3.57
Europe	Ukraine	2008	Wine	0.84
Europe	Ukraine	2008	Spirits	4.84
Europe	Ukraine	2008	Other alcoholic beverages	0.28
Asia	United Arab Emirates	2008	All types	1.82
Asia	United Arab Emirates	2008	Beer	0.24
Asia	United Arab Emirates	2008	Wine	0.12
Asia	United Arab Emirates	2008	Spirits	1.45
Asia	United Arab Emirates	2008	Other alcoholic beverages	0.01
Europe	United Kingdom of Great Britain and Northern Ireland	2008	All types	10.78
Europe	United Kingdom of Great Britain and Northern Ireland	2008	Beer	4.22
Europe	United Kingdom of Great Britain and Northern Ireland	2008	Wine	3.44
Europe	United Kingdom of Great Britain and Northern Ireland	2008	Spirits	2.28
Europe	United Kingdom of Great Britain and Northern Ireland	2008	Other alcoholic beverages	0.83
Africa	United Republic of Tanzania	2008	All types	4.95
Africa	United Republic of Tanzania	2008	Beer	0.76
Africa	United Republic of Tanzania	2008	Wine	0.01
Africa	United Republic of Tanzania	2008	Spirits	0.18
Africa	United Republic of Tanzania	2008	Other alcoholic beverages	3.99
North America	United States of America	2008	All types	8.74
North America	United States of America	2008	Beer	4.54
North America	United States of America	2008	Wine	1.44
North America	United States of America	2008	Spirits	2.76
North America	United States of America	2008	Other alcoholic beverages	0
South America	Uruguay	2008	All types	6.76
South America	Uruguay	2008	Beer	1.86
South America	Uruguay	2008	Wine	3.97
South America	Uruguay	2008	Spirits	0.93
South America	Uruguay	2008	Other alcoholic beverages	0
Asia	Uzbekistan	2008	All types	1.84
Asia	Uzbekistan	2008	Beer	0.78
Asia	Uzbekistan	2008	Wine	0.22
Asia	Uzbekistan	2008	Spirits	0.84
Asia	Uzbekistan	2008	Other alcoholic beverages	0
Oceania	Vanuatu	2008	All types	1.18
Oceania	Vanuatu	2008	Beer	0.33
Oceania	Vanuatu	2008	Wine	0.28
Oceania	Vanuatu	2008	Spirits	0.57
Oceania	Vanuatu	2008	Other alcoholic beverages	0
South America	Venezuela (Bolivarian Republic of)	2008	All types	8.15
South America	Venezuela (Bolivarian Republic of)	2008	Beer	6.36
South America	Venezuela (Bolivarian Republic of)	2008	Wine	0.09
South America	Venezuela (Bolivarian Republic of)	2008	Spirits	1.66
South America	Venezuela (Bolivarian Republic of)	2008	Other alcoholic beverages	0.04
Asia	Viet Nam	2008	All types	1.73
Asia	Viet Nam	2008	Beer	1.63
Asia	Viet Nam	2008	Wine	0.01
Asia	Viet Nam	2008	Spirits	0.08
Asia	Viet Nam	2008	Other alcoholic beverages	0
Asia	Yemen	2008	All types	0.04
Asia	Yemen	2008	Beer	0.04
Asia	Yemen	2008	Wine	0
Asia	Yemen	2008	Spirits	0
Asia	Yemen	2008	Other alcoholic beverages	0
Africa	Zambia	2008	All types	2.31
Africa	Zambia	2008	Beer	0.46
Africa	Zambia	2008	Wine	0.04
Africa	Zambia	2008	Spirits	0.28
Africa	Zambia	2008	Other alcoholic beverages	1.54
Africa	Zimbabwe	2008	All types	2.85
Africa	Zimbabwe	2008	Beer	1.47
Africa	Zimbabwe	2008	Wine	0.04
Africa	Zimbabwe	2008	Spirits	0.38
Africa	Zimbabwe	2008	Other alcoholic beverages	0.96
Asia	Afghanistan	2007	All types	0.03
Asia	Afghanistan	2007	Beer	0.01
Asia	Afghanistan	2007	Wine	0
Asia	Afghanistan	2007	Spirits	0.02
Asia	Afghanistan	2007	Other alcoholic beverages	0
Europe	Albania	2007	All types	5.76
Europe	Albania	2007	Beer	1.94
Europe	Albania	2007	Wine	1.35
Europe	Albania	2007	Spirits	2.36
Europe	Albania	2007	Other alcoholic beverages	0.11
Africa	Algeria	2007	All types	0.39
Africa	Algeria	2007	Beer	0.17
Africa	Algeria	2007	Wine	0.2
Africa	Algeria	2007	Spirits	0.03
Africa	Algeria	2007	Other alcoholic beverages	0
Europe	Andorra	2007	All types	11.53
Europe	Andorra	2007	Beer	3.7
Europe	Andorra	2007	Wine	4.89
Europe	Andorra	2007	Spirits	2.94
Europe	Andorra	2007	Other alcoholic beverages	0
Africa	Angola	2007	All types	6.22
Africa	Angola	2007	Beer	3.24
Africa	Angola	2007	Wine	2.4
Africa	Angola	2007	Spirits	0.57
Africa	Angola	2007	Other alcoholic beverages	0.02
North America	Antigua and Barbuda	2007	All types	8.19
North America	Antigua and Barbuda	2007	Beer	2.95
North America	Antigua and Barbuda	2007	Wine	1.34
North America	Antigua and Barbuda	2007	Spirits	3.6
North America	Antigua and Barbuda	2007	Other alcoholic beverages	0.3
South America	Argentina	2007	All types	8.16
South America	Argentina	2007	Beer	2.75
South America	Argentina	2007	Wine	4.65
South America	Argentina	2007	Spirits	0.44
South America	Argentina	2007	Other alcoholic beverages	0.32
Asia	Armenia	2007	All types	4
Asia	Armenia	2007	Beer	0.38
Asia	Armenia	2007	Wine	0.23
Asia	Armenia	2007	Spirits	3.39
Asia	Armenia	2007	Other alcoholic beverages	0
Oceania	Australia	2007	All types	10.56
Oceania	Australia	2007	Beer	4.63
Oceania	Australia	2007	Wine	3.7
Oceania	Australia	2007	Spirits	1.15
Oceania	Australia	2007	Other alcoholic beverages	1.08
Europe	Austria	2007	All types	12.5
Europe	Austria	2007	Beer	6.4
Europe	Austria	2007	Wine	4.4
Europe	Austria	2007	Spirits	1.7
Europe	Austria	2007	Other alcoholic beverages	0
Asia	Azerbaijan	2007	All types	0.98
Asia	Azerbaijan	2007	Beer	0.34
Asia	Azerbaijan	2007	Wine	0.13
Asia	Azerbaijan	2007	Spirits	0.51
Asia	Azerbaijan	2007	Other alcoholic beverages	0
North America	Bahamas	2007	All types	10.02
North America	Bahamas	2007	Beer	3.84
North America	Bahamas	2007	Wine	1.67
North America	Bahamas	2007	Spirits	4.12
North America	Bahamas	2007	Other alcoholic beverages	0.39
Asia	Bahrain	2007	All types	2.16
Asia	Bahrain	2007	Beer	0.49
Asia	Bahrain	2007	Wine	0.26
Asia	Bahrain	2007	Spirits	1.24
Asia	Bahrain	2007	Other alcoholic beverages	0.16
Asia	Bangladesh	2007	All types	0
Asia	Bangladesh	2007	Beer	0
Asia	Bangladesh	2007	Wine	0
Asia	Bangladesh	2007	Spirits	0
Asia	Bangladesh	2007	Other alcoholic beverages	0
North America	Barbados	2007	All types	8.43
North America	Barbados	2007	Beer	3.15
North America	Barbados	2007	Wine	1.06
North America	Barbados	2007	Spirits	3.97
North America	Barbados	2007	Other alcoholic beverages	0.25
Europe	Belarus	2007	All types	13.86
Europe	Belarus	2007	Beer	2.72
Europe	Belarus	2007	Wine	0.16
Europe	Belarus	2007	Spirits	5.99
Europe	Belarus	2007	Other alcoholic beverages	4.99
Europe	Belgium	2007	All types	13.43
Europe	Belgium	2007	Beer	5.2
Europe	Belgium	2007	Wine	4.26
Europe	Belgium	2007	Spirits	3.96
Europe	Belgium	2007	Other alcoholic beverages	0.02
North America	Belize	2007	All types	6.93
North America	Belize	2007	Beer	4.74
North America	Belize	2007	Wine	0.16
North America	Belize	2007	Spirits	1.91
North America	Belize	2007	Other alcoholic beverages	0.13
Africa	Benin	2007	All types	1.2
Africa	Benin	2007	Beer	0.55
Africa	Benin	2007	Wine	0.17
Africa	Benin	2007	Spirits	0.1
Africa	Benin	2007	Other alcoholic beverages	0.38
Asia	Bhutan	2007	All types	0.2
Asia	Bhutan	2007	Beer	0.16
Asia	Bhutan	2007	Wine	0.02
Asia	Bhutan	2007	Spirits	0.02
Asia	Bhutan	2007	Other alcoholic beverages	0
South America	Bolivia (Plurinational State of)	2007	All types	3.47
South America	Bolivia (Plurinational State of)	2007	Beer	2.55
South America	Bolivia (Plurinational State of)	2007	Wine	0.24
South America	Bolivia (Plurinational State of)	2007	Spirits	0.67
South America	Bolivia (Plurinational State of)	2007	Other alcoholic beverages	0.01
Europe	Bosnia and Herzegovina	2007	All types	5.11
Europe	Bosnia and Herzegovina	2007	Beer	3.77
Europe	Bosnia and Herzegovina	2007	Wine	0.58
Europe	Bosnia and Herzegovina	2007	Spirits	0.62
Europe	Bosnia and Herzegovina	2007	Other alcoholic beverages	0.13
Africa	Botswana	2007	All types	6.84
Africa	Botswana	2007	Beer	2.63
Africa	Botswana	2007	Wine	1.82
Africa	Botswana	2007	Spirits	0.49
Africa	Botswana	2007	Other alcoholic beverages	1.89
South America	Brazil	2007	All types	7.08
South America	Brazil	2007	Beer	3.68
South America	Brazil	2007	Wine	0.38
South America	Brazil	2007	Spirits	2.99
South America	Brazil	2007	Other alcoholic beverages	0.03
Asia	Brunei Darussalam	2007	All types	0.84
Asia	Brunei Darussalam	2007	Beer	0.77
Asia	Brunei Darussalam	2007	Wine	0.02
Asia	Brunei Darussalam	2007	Spirits	0.06
Asia	Brunei Darussalam	2007	Other alcoholic beverages	0
Europe	Bulgaria	2007	All types	10.92
Europe	Bulgaria	2007	Beer	4.41
Europe	Bulgaria	2007	Wine	1.7
Europe	Bulgaria	2007	Spirits	4.73
Europe	Bulgaria	2007	Other alcoholic beverages	0.07
Africa	Burkina Faso	2007	All types	4.58
Africa	Burkina Faso	2007	Beer	0.45
Africa	Burkina Faso	2007	Wine	0.07
Africa	Burkina Faso	2007	Spirits	0.2
Africa	Burkina Faso	2007	Other alcoholic beverages	3.86
Africa	Burundi	2007	All types	4.54
Africa	Burundi	2007	Beer	1.42
Africa	Burundi	2007	Wine	0
Africa	Burundi	2007	Spirits	0.01
Africa	Burundi	2007	Other alcoholic beverages	3.11
Africa	Cabo Verde	2007	All types	5.32
Africa	Cabo Verde	2007	Beer	2.05
Africa	Cabo Verde	2007	Wine	2.53
Africa	Cabo Verde	2007	Spirits	0.74
Africa	Cabo Verde	2007	Other alcoholic beverages	0
Asia	Cambodia	2007	All types	1.28
Asia	Cambodia	2007	Beer	0.93
Asia	Cambodia	2007	Wine	0
Asia	Cambodia	2007	Spirits	0.35
Asia	Cambodia	2007	Other alcoholic beverages	0
Africa	Cameroon	2007	All types	5.33
Africa	Cameroon	2007	Beer	2.11
Africa	Cameroon	2007	Wine	0.07
Africa	Cameroon	2007	Spirits	0
Africa	Cameroon	2007	Other alcoholic beverages	3.14
North America	Canada	2007	All types	8.3
North America	Canada	2007	Beer	4.2
North America	Canada	2007	Wine	1.8
North America	Canada	2007	Spirits	2.1
North America	Canada	2007	Other alcoholic beverages	0.2
Africa	Central African Republic	2007	All types	1.68
Africa	Central African Republic	2007	Beer	0.28
Africa	Central African Republic	2007	Wine	0.01
Africa	Central African Republic	2007	Spirits	0.03
Africa	Central African Republic	2007	Other alcoholic beverages	1.36
Africa	Chad	2007	All types	0.45
Africa	Chad	2007	Beer	0.26
Africa	Chad	2007	Wine	0.01
Africa	Chad	2007	Spirits	0.02
Africa	Chad	2007	Other alcoholic beverages	0.16
South America	Chile	2007	All types	7.39
South America	Chile	2007	Beer	2.34
South America	Chile	2007	Wine	2.83
South America	Chile	2007	Spirits	2.22
South America	Chile	2007	Other alcoholic beverages	0
Asia	China	2007	All types	3.88
Asia	China	2007	Beer	1.43
Asia	China	2007	Wine	0.08
Asia	China	2007	Spirits	2.31
Asia	China	2007	Other alcoholic beverages	0
South America	Colombia	2007	All types	4.56
South America	Colombia	2007	Beer	3.1
South America	Colombia	2007	Wine	0.07
South America	Colombia	2007	Spirits	1.37
South America	Colombia	2007	Other alcoholic beverages	0.02
Africa	Comoros	2007	All types	0.16
Africa	Comoros	2007	Beer	0.05
Africa	Comoros	2007	Wine	0.04
Africa	Comoros	2007	Spirits	0.07
Africa	Comoros	2007	Other alcoholic beverages	0
Africa	Congo	2007	All types	3.13
Africa	Congo	2007	Beer	2.62
Africa	Congo	2007	Wine	0.18
Africa	Congo	2007	Spirits	0.31
Africa	Congo	2007	Other alcoholic beverages	0.02
Oceania	Cook Islands	2007	All types	9.59
Oceania	Cook Islands	2007	Beer	2.99
Oceania	Cook Islands	2007	Wine	2.91
Oceania	Cook Islands	2007	Spirits	3.69
Oceania	Cook Islands	2007	Other alcoholic beverages	0
North America	Costa Rica	2007	All types	4.26
North America	Costa Rica	2007	Beer	2.44
North America	Costa Rica	2007	Wine	0.2
North America	Costa Rica	2007	Spirits	1.58
North America	Costa Rica	2007	Other alcoholic beverages	0.05
Africa	Côte d'Ivoire	2007	All types	3.69
Africa	Côte d'Ivoire	2007	Beer	0.66
Africa	Côte d'Ivoire	2007	Wine	0.15
Africa	Côte d'Ivoire	2007	Spirits	0.01
Africa	Côte d'Ivoire	2007	Other alcoholic beverages	2.88
Europe	Croatia	2007	All types	12.28
Europe	Croatia	2007	Beer	5.13
Europe	Croatia	2007	Wine	5.5
Europe	Croatia	2007	Spirits	1.24
Europe	Croatia	2007	Other alcoholic beverages	0.41
North America	Cuba	2007	All types	4.13
North America	Cuba	2007	Beer	1.61
North America	Cuba	2007	Wine	0.06
North America	Cuba	2007	Spirits	2.44
North America	Cuba	2007	Other alcoholic beverages	0.02
Asia	Cyprus	2007	All types	11.58
Asia	Cyprus	2007	Beer	3.71
Asia	Cyprus	2007	Wine	2.92
Asia	Cyprus	2007	Spirits	4.95
Asia	Cyprus	2007	Other alcoholic beverages	0
Europe	Czechia	2007	All types	13.35
Europe	Czechia	2007	Beer	7.03
Europe	Czechia	2007	Wine	2.46
Europe	Czechia	2007	Spirits	3.86
Europe	Czechia	2007	Other alcoholic beverages	0
Asia	Democratic People's Republic of Korea	2007	All types	3.13
Asia	Democratic People's Republic of Korea	2007	Beer	0.18
Asia	Democratic People's Republic of Korea	2007	Wine	0
Asia	Democratic People's Republic of Korea	2007	Spirits	2.95
Asia	Democratic People's Republic of Korea	2007	Other alcoholic beverages	0
Africa	Democratic Republic of the Congo	2007	All types	1.08
Africa	Democratic Republic of the Congo	2007	Beer	0.48
Africa	Democratic Republic of the Congo	2007	Wine	0.23
Africa	Democratic Republic of the Congo	2007	Spirits	0.03
Africa	Democratic Republic of the Congo	2007	Other alcoholic beverages	0.34
Europe	Denmark	2007	All types	11
Europe	Denmark	2007	Beer	4.77
Europe	Denmark	2007	Wine	4.42
Europe	Denmark	2007	Spirits	1.74
Europe	Denmark	2007	Other alcoholic beverages	0.07
Africa	Djibouti	2007	All types	0.46
Africa	Djibouti	2007	Beer	0.18
Africa	Djibouti	2007	Wine	0.06
Africa	Djibouti	2007	Spirits	0.22
Africa	Djibouti	2007	Other alcoholic beverages	0.01
North America	Dominica	2007	All types	8.51
North America	Dominica	2007	Beer	0.83
North America	Dominica	2007	Wine	1.13
North America	Dominica	2007	Spirits	6.53
North America	Dominica	2007	Other alcoholic beverages	0.02
North America	Dominican Republic	2007	All types	6.14
North America	Dominican Republic	2007	Beer	2.92
North America	Dominican Republic	2007	Wine	0.16
North America	Dominican Republic	2007	Spirits	3
North America	Dominican Republic	2007	Other alcoholic beverages	0.06
South America	Ecuador	2007	All types	3.64
South America	Ecuador	2007	Beer	2.17
South America	Ecuador	2007	Wine	0.07
South America	Ecuador	2007	Spirits	1.4
South America	Ecuador	2007	Other alcoholic beverages	0.01
Africa	Egypt	2007	All types	0.2
Africa	Egypt	2007	Beer	0.11
Africa	Egypt	2007	Wine	0.04
Africa	Egypt	2007	Spirits	0.06
Africa	Egypt	2007	Other alcoholic beverages	0
North America	El Salvador	2007	All types	2.73
North America	El Salvador	2007	Beer	1
North America	El Salvador	2007	Wine	0.03
North America	El Salvador	2007	Spirits	1.69
North America	El Salvador	2007	Other alcoholic beverages	0
Africa	Equatorial Guinea	2007	All types	6.81
Africa	Equatorial Guinea	2007	Beer	3.14
Africa	Equatorial Guinea	2007	Wine	3.67
Africa	Equatorial Guinea	2007	Spirits	0
Africa	Equatorial Guinea	2007	Other alcoholic beverages	0
Africa	Eritrea	2007	All types	1.23
Africa	Eritrea	2007	Beer	0.38
Africa	Eritrea	2007	Wine	0
Africa	Eritrea	2007	Spirits	0
Africa	Eritrea	2007	Other alcoholic beverages	0.85
Europe	Estonia	2007	All types	17.37
Europe	Estonia	2007	Beer	5.3
Europe	Estonia	2007	Wine	1.39
Europe	Estonia	2007	Spirits	9.28
Europe	Estonia	2007	Other alcoholic beverages	1.4
Africa	Eswatini	2007	All types	6.32
Africa	Eswatini	2007	Beer	1.54
Africa	Eswatini	2007	Wine	0.04
Africa	Eswatini	2007	Spirits	0.41
Africa	Eswatini	2007	Other alcoholic beverages	4.33
Africa	Ethiopia	2007	All types	0.75
Africa	Ethiopia	2007	Beer	0.36
Africa	Ethiopia	2007	Wine	0.01
Africa	Ethiopia	2007	Spirits	0.07
Africa	Ethiopia	2007	Other alcoholic beverages	0.32
Oceania	Fiji	2007	All types	2.1
Oceania	Fiji	2007	Beer	1.37
Oceania	Fiji	2007	Wine	0.02
Oceania	Fiji	2007	Spirits	0.72
Oceania	Fiji	2007	Other alcoholic beverages	0
Europe	Finland	2007	All types	10.45
Europe	Finland	2007	Beer	4.7
Europe	Finland	2007	Wine	1.64
Europe	Finland	2007	Spirits	2.86
Europe	Finland	2007	Other alcoholic beverages	1.25
Europe	France	2007	All types	12.6
Europe	France	2007	Beer	2.3
Europe	France	2007	Wine	7.3
Europe	France	2007	Spirits	2.7
Europe	France	2007	Other alcoholic beverages	0.3
Africa	Gabon	2007	All types	8.99
Africa	Gabon	2007	Beer	5.8
Africa	Gabon	2007	Wine	1.15
Africa	Gabon	2007	Spirits	1.99
Africa	Gabon	2007	Other alcoholic beverages	0.05
Africa	Gambia	2007	All types	3.18
Africa	Gambia	2007	Beer	0.24
Africa	Gambia	2007	Wine	0.05
Africa	Gambia	2007	Spirits	0.05
Africa	Gambia	2007	Other alcoholic beverages	2.85
Asia	Georgia	2007	All types	7.64
Asia	Georgia	2007	Beer	1.08
Asia	Georgia	2007	Wine	4.49
